Word,Similarity
접종,0.9256507754325867
대한민국,0.8968424797058105
시기,0.894467830657959
우선순위,0.8864315748214722
나이,0.862293541431427
횟수,0.8538255095481873
순서,0.8386871814727783
코로나,0.8186028599739075
부작용,0.8062307834625244
국민,0.8033000826835632
국내,0.799431562423706
맞다,0.7949499487876892
화이자,0.7878679037094116
대상,0.77325040102005
방법,0.7580573558807373
예방,0.7423300743103027
세계,0.7415605187416077
면역,0.7377618551254272
개발,0.7272775173187256
임상시험,0.7151462435722351
임신부,0.7095415592193604
효과,0.7093511819839478
zero,0.7039179801940918
미만,0.6980419158935547
분기,0.6968383193016052
치료제,0.6906487345695496
감염,0.6850156784057617
바이러스,0.6840194463729858
전,0.6827203035354614
예약,0.6815488338470459
걸리다,0.6604442000389099
시작,0.654451847076416
19,0.6420605182647705
따르다,0.6412481069564819
소아,0.6229636669158936
니다,0.5948759913444519
올해,0.5936124920845032
그러다,0.5848214626312256
만들다,0.5845162868499756
그렇다,0.5825811624526978
요,0.5797659754753113
이다,0.5740000009536743
걱정,0.5697895288467407
포함,0.5688060522079468
증상,0.5674435496330261
청소년,0.5633108615875244
종식,0.5625894069671631
생활,0.5625170469284058
선택,0.5616062879562378
성인,0.558677077293396
병원,0.5580775737762451
사람,0.5570011734962463
크다,0.5556457042694092
과정,0.5550119876861572
나오다,0.5535964965820312
대하다,0.5499875545501709
입,0.5491948127746582
겁,0.5490057468414307
문제,0.5462625622749329
보이다,0.5361232757568359
참고,0.5304324626922607
후,0.5241978168487549
내년,0.5221308469772339
정도,0.5181580185890198
같다,0.5172381401062012
쓰다,0.5147762894630432
종사자,0.5143230557441711
위하다,0.5103254318237305
지금,0.5070767402648926
의료,0.5058202743530273
발생,0.5055296421051025
관리,0.5013010501861572
확진,0.4986572563648224
상황,0.4979315996170044
아래,0.49186941981315613
검사,0.4904251992702484
치료,0.48866701126098633
어렵다,0.4866791069507599
마스크,0.4803866744041443
생각,0.47997453808784485
한국,0.4728040099143982
힘들다,0.47029340267181396
말,0.46975672245025635
좋다,0.4673553705215454
안,0.4667910635471344
시설,0.4646713435649872
발표,0.46169304847717285
들다,0.46157675981521606
끝나다,0.46132296323776245
보다,0.45619744062423706
많다,0.4489409625530243
신청,0.4471437931060791
관련,0.4460732042789459
통하다,0.4436376392841339
미국,0.43978607654571533
https,0.4383976459503174
높다,0.4383881986141205
확인,0.42706215381622314
http,0.4204609990119934
기관,0.4153469502925873
확산,0.41490912437438965
지원금,0.41371214389801025
실시,0.41225770115852356
방역,0.3997751474380493
알다,0.394083172082901
도움,0.3940396010875702
재난,0.39035913348197937
이상,0.3830365538597107
학년,0.38297444581985474
일,0.38139936327934265
내용,0.3796672821044922
정리,0.3777303099632263
비용,0.374267041683197
안내,0.37213802337646484
시간,0.36180347204208374
필요,0.3600240647792816
바라다,0.35830387473106384
경우,0.3552645146846771
이번,0.35432755947113037
정보,0.3535783886909485
모르다,0.34998106956481934
때,0.32926809787750244
가다,0.32711130380630493
격상,0.31463804841041565
답변,0.31196412444114685
다니다,0.31121405959129333
쉽다,0.3082858622074127
드리다,0.3076028525829315
어떻다,0.30456218123435974
유학,0.29598933458328247
받다,0.284005343914032
공부,0.2816864848136902
학생,0.2768400311470032
진행,0.27638503909111023
준비,0.2678966522216797
학기,0.25671932101249695
정부,0.25635844469070435
n,0.25569236278533936
수도권,0.24597236514091492
이,0.24354098737239838
지원,0.2375192642211914
교육,0.23301106691360474
기간,0.23156362771987915
위,0.2283126711845398
금지,0.22721154987812042
대학,0.21459615230560303
영어,0.21319490671157837
두기,0.20557746291160583
영국,0.20006263256072998
단계,0.19375601410865784
사회,0.1870749294757843
대면,0.1868208944797516
지역,0.1760164350271225
수업,0.17523856461048126
거리,0.17441201210021973
분화,0.16999982297420502
배달,0.15520387887954712
등교,0.14785826206207275
시험,0.12124151736497879
기준,0.11513657122850418
초록,0.11041624844074249
장,0.09905914217233658
카페,0.09170113503932953
학교,0.015886342152953148
학원,-0.005681376904249191
